week_start_date,store_id,product_id,category,region,weekly_units_sold,weekly_units_ordered,avg_inventory_level,avg_price,avg_discount,avg_competitor_pricing,avg_demand_forecast,holiday_promotion_flag,dominant_weather_condition,dominant_seasonality,days_in_week
2022-11-07,S001,P0001,Groceries,West,665,764,290.57142857142856,42.81285714285714,10.0,42.25285714285714,102.66857142857143,1,Rainy,Summer,7
2022-11-14,S001,P0001,Toys,West,681,625,235.85714285714286,58.965714285714284,9.285714285714286,58.13285714285714,102.7942857142857,1,Cloudy,Autumn,7
2022-11-21,S001,P0001,Clothing,North,799,744,225.71428571428572,37.07285714285714,7.142857142857143,36.938571428571436,115.51285714285713,1,Snowy,Autumn,7
2022-11-28,S001,P0001,Groceries,East,1246,888,341.14285714285717,60.70285714285715,12.142857142857142,62.347142857142856,179.82999999999998,1,Cloudy,Winter,7
2022-12-05,S001,P0001,Toys,South,960,694,295.2857142857143,53.044285714285714,8.571428571428571,53.33142857142857,144.94714285714286,1,Snowy,Summer,7
2022-12-12,S001,P0001,Electronics,East,756,733,235.42857142857142,64.56,7.857142857142857,64.51285714285714,107.91857142857144,1,Sunny,Spring,7
2022-12-19,S001,P0001,Groceries,East,794,801,227.85714285714286,45.824285714285715,10.0,45.074285714285715,117.55714285714285,1,Sunny,Winter,7
2022-12-26,S001,P0001,Furniture,West,934,768,366.85714285714283,63.87571428571429,7.857142857142857,62.784285714285716,146.64142857142858,1,Cloudy,Spring,7
2023-01-02,S001,P0001,Clothing,East,826,715,296.57142857142856,49.978571428571435,11.428571428571429,51.99285714285714,129.64714285714285,1,Snowy,Autumn,7
2023-01-09,S001,P0001,Clothing,East,874,696,195.42857142857142,41.42714285714286,12.142857142857142,40.24857142857143,130.0957142857143,1,Rainy,Autumn,7
2023-01-16,S001,P0001,Furniture,West,769,709,314.14285714285717,58.089999999999996,9.285714285714286,56.49142857142857,117.96857142857142,1,Cloudy,Winter,7
2023-01-23,S001,P0001,Groceries,South,1061,754,297.57142857142856,66.65571428571428,11.428571428571429,66.81285714285714,152.52428571428572,1,Cloudy,Spring,7
2023-01-30,S001,P0001,Furniture,North,725,497,258.85714285714283,56.00285714285714,11.428571428571429,56.86857142857143,112.39714285714285,1,Rainy,Autumn,7
2023-02-06,S001,P0001,Groceries,North,1560,717,416.7142857142857,62.75142857142857,5.714285714285714,62.112857142857145,229.1942857142857,1,Sunny,Autumn,7
2023-02-13,S001,P0001,Groceries,South,1148,569,318.57142857142856,69.83285714285714,14.285714285714286,72.41285714285713,174.8642857142857,1,Cloudy,Spring,7
2023-02-20,S001,P0001,Electronics,North,886,854,265.7142857142857,72.18857142857142,8.571428571428571,70.98714285714286,129.2342857142857,1,Cloudy,Spring,7
2023-02-27,S001,P0001,Clothing,West,1119,782,345.57142857142856,45.779999999999994,8.571428571428571,44.94,164.74714285714285,1,Rainy,Winter,7
2023-03-06,S001,P0001,Furniture,East,1358,785,359.85714285714283,76.83428571428571,11.428571428571429,77.77428571428571,198.70428571428573,1,Cloudy,Summer,7
2023-03-13,S001,P0001,Clothing,West,500,801,180.28571428571428,51.94428571428572,9.285714285714286,50.49285714285714,79.50857142857141,1,Cloudy,Spring,7
2023-03-20,S001,P0001,Clothing,East,1250,752,354.0,64.57285714285715,11.428571428571429,64.50428571428571,180.39714285714285,1,Rainy,Autumn,7
2023-03-27,S001,P0001,Groceries,East,1439,906,329.85714285714283,51.76,9.285714285714286,52.652857142857144,212.09714285714284,1,Rainy,Winter,7
2023-04-03,S001,P0001,Clothing,South,789,742,228.0,44.71714285714285,10.714285714285714,45.17142857142857,117.98,1,Snowy,Summer,7
2023-04-10,S001,P0001,Toys,South,933,962,290.0,35.794285714285714,6.428571428571429,35.34285714285714,138.99857142857144,1,Cloudy,Spring,7
2023-04-17,S001,P0001,Clothing,West,559,930,294.14285714285717,61.05571428571428,7.857142857142857,59.34428571428571,83.11857142857143,1,Snowy,Spring,7
2023-04-24,S001,P0001,Furniture,South,994,953,225.71428571428572,62.848571428571425,12.142857142857142,62.65857142857143,137.29428571428573,1,Cloudy,Spring,7
2023-05-01,S001,P0001,Groceries,North,674,935,237.71428571428572,48.16857142857143,15.0,47.62,97.61857142857141,1,Cloudy,Autumn,7
2023-05-08,S001,P0001,Furniture,East,697,472,202.28571428571428,30.052857142857142,10.714285714285714,30.46857142857143,102.45571428571428,1,Sunny,Autumn,7
2023-05-15,S001,P0001,Electronics,North,1204,682,295.7142857142857,69.79857142857144,7.857142857142857,69.30285714285715,177.70428571428573,1,Snowy,Winter,7
2023-05-22,S001,P0001,Electronics,East,521,734,131.14285714285714,70.55999999999999,11.428571428571429,69.29285714285714,73.62428571428572,1,Sunny,Winter,7
2023-05-29,S001,P0001,Clothing,North,686,693,239.85714285714286,44.31285714285714,10.714285714285714,45.47428571428571,108.75714285714287,1,Snowy,Winter,7
2023-06-05,S001,P0001,Clothing,East,863,758,327.2857142857143,60.82,6.428571428571429,61.05714285714286,133.4842857142857,1,Cloudy,Autumn,7
2023-06-12,S001,P0001,Clothing,East,1028,842,269.0,53.465714285714284,5.714285714285714,53.63142857142857,151.0,1,Snowy,Winter,7
2023-06-19,S001,P0001,Groceries,South,865,652,217.42857142857142,54.37428571428571,6.428571428571429,56.924285714285716,124.00571428571428,1,Sunny,Spring,7
2023-06-26,S001,P0001,Electronics,South,1166,740,275.42857142857144,56.712857142857146,10.0,57.87285714285714,172.4828571428571,1,Rainy,Autumn,7
2023-07-03,S001,P0001,Toys,East,611,712,285.85714285714283,48.48428571428571,11.428571428571429,48.71142857142858,93.19142857142857,1,Sunny,Spring,7
2023-07-10,S001,P0001,Clothing,North,797,875,250.42857142857142,56.355714285714285,11.428571428571429,55.49,121.09285714285716,1,Snowy,Summer,7
2023-07-17,S001,P0001,Clothing,East,1217,778,340.42857142857144,39.69857142857143,9.285714285714286,39.95285714285715,183.37857142857143,1,Rainy,Autumn,7
2023-07-24,S001,P0001,Furniture,West,1470,630,357.2857142857143,80.99285714285715,11.428571428571429,81.61714285714287,212.52285714285716,0,Rainy,Winter,7
2023-07-31,S001,P0001,Clothing,North,969,666,299.14285714285717,45.37285714285714,6.428571428571429,44.675714285714285,149.80428571428573,1,Rainy,Winter,7
2023-08-07,S001,P0001,Clothing,North,1261,914,302.2857142857143,50.651428571428575,12.142857142857142,50.74,180.59285714285716,1,Snowy,Winter,7
2023-08-14,S001,P0001,Clothing,East,999,912,274.7142857142857,46.98142857142857,13.571428571428571,47.42714285714286,150.84,1,Sunny,Winter,7
2023-08-21,S001,P0001,Clothing,North,981,634,273.57142857142856,43.09428571428572,10.714285714285714,42.81428571428571,146.08285714285714,1,Snowy,Autumn,7
2023-08-28,S001,P0001,Furniture,East,722,950,189.85714285714286,52.589999999999996,10.0,52.089999999999996,104.07000000000001,1,Sunny,Spring,7
2023-09-04,S001,P0001,Clothing,East,771,636,273.14285714285717,49.80142857142857,12.142857142857142,48.370000000000005,121.58714285714287,1,Cloudy,Summer,7
2023-09-11,S001,P0001,Toys,East,462,552,248.71428571428572,46.45857142857143,7.857142857142857,46.98285714285714,74.86142857142856,1,Sunny,Summer,7
2023-09-18,S001,P0001,Furniture,East,1292,811,344.7142857142857,47.910000000000004,8.571428571428571,47.651428571428575,189.97142857142856,1,Cloudy,Spring,7
2023-09-25,S001,P0001,Toys,West,1083,802,276.7142857142857,65.8157142857143,14.285714285714286,66.42285714285714,164.52142857142857,1,Rainy,Autumn,7
2023-10-02,S001,P0001,Clothing,East,856,848,265.2857142857143,57.77571428571429,12.857142857142858,56.82714285714285,125.19857142857143,1,Cloudy,Spring,7
2023-10-09,S001,P0001,Clothing,South,506,862,280.85714285714283,54.64857142857142,8.571428571428571,57.37571428571429,83.99142857142856,1,Rainy,Winter,7
2023-10-16,S001,P0001,Electronics,North,1103,764,238.0,71.46142857142857,4.285714285714286,70.99428571428571,163.87142857142857,1,Rainy,Autumn,7
2023-10-23,S001,P0001,Clothing,East,1098,683,244.14285714285714,53.87285714285714,10.0,51.93857142857143,164.09857142857143,1,Sunny,Winter,7
2023-10-30,S001,P0001,Groceries,North,1164,885,285.0,62.25285714285714,12.857142857142858,61.681428571428576,180.8857142857143,1,Cloudy,Summer,7
2023-11-06,S001,P0001,Clothing,South,899,779,180.42857142857142,43.39857142857143,11.428571428571429,45.63857142857143,135.52857142857144,1,Snowy,Spring,7
2023-11-13,S001,P0001,Furniture,East,928,834,231.71428571428572,53.23571428571428,5.0,55.261428571428574,140.3814285714286,1,Snowy,Summer,7
2023-11-20,S001,P0001,Groceries,South,1183,745,266.2857142857143,47.26714285714286,9.285714285714286,47.41428571428571,178.78428571428572,1,Sunny,Spring,7
2023-11-27,S001,P0001,Furniture,South,1137,719,372.85714285714283,47.07,8.571428571428571,48.779999999999994,169.17428571428573,1,Cloudy,Winter,7
2023-12-04,S001,P0001,Electronics,West,904,559,223.0,58.348571428571425,4.285714285714286,59.29714285714285,137.5614285714286,1,Rainy,Spring,7
2023-12-11,S001,P0001,Furniture,North,805,989,218.28571428571428,56.980000000000004,14.285714285714286,57.03857142857142,129.74571428571429,1,Rainy,Summer,7
2023-12-18,S001,P0001,Toys,North,1285,666,380.2857142857143,36.98285714285714,10.0,35.78142857142857,187.10857142857142,1,Rainy,Winter,7
2023-12-25,S001,P0001,Furniture,West,619,643,201.14285714285714,39.93285714285714,7.857142857142857,40.89714285714286,96.85000000000001,1,Cloudy,Spring,7
2022-01-03,S001,P0002,Clothing,North,897,658,193.85714285714286,74.05285714285715,7.142857142857143,73.62428571428572,134.3085714285714,1,Rainy,Spring,7
2022-01-10,S001,P0002,Toys,North,1248,924,263.14285714285717,58.07714285714286,10.714285714285714,56.550000000000004,182.36285714285714,1,Rainy,Autumn,7
2022-01-17,S001,P0002,Groceries,West,1193,715,268.7142857142857,47.364285714285714,9.285714285714286,46.96857142857142,174.43571428571428,1,Sunny,Winter,7
2022-01-24,S001,P0002,Furniture,West,728,833,245.85714285714286,57.309999999999995,7.142857142857143,57.042857142857144,114.03714285714285,1,Cloudy,Spring,7
2022-01-31,S001,P0002,Electronics,South,1253,818,295.2857142857143,73.06714285714285,11.428571428571429,72.03999999999999,187.37857142857143,1,Cloudy,Spring,7
2022-02-07,S001,P0002,Furniture,North,984,624,265.57142857142856,67.54285714285714,12.142857142857142,66.65142857142857,149.77714285714288,1,Snowy,Spring,7
2022-02-14,S001,P0002,Clothing,North,1562,581,312.2857142857143,51.41142857142857,7.857142857142857,51.174285714285716,224.81857142857143,1,Sunny,Winter,7
2022-02-21,S001,P0002,Groceries,North,1040,899,230.42857142857142,52.57,7.857142857142857,51.82714285714285,154.6057142857143,1,Sunny,Autumn,7
2022-02-28,S001,P0002,Clothing,East,783,570,252.71428571428572,51.809999999999995,10.714285714285714,50.715714285714284,117.39571428571428,1,Sunny,Winter,7
2022-03-07,S001,P0002,Furniture,East,1285,820,263.14285714285717,58.589999999999996,10.714285714285714,59.285714285714285,188.18,1,Sunny,Winter,7
2022-03-14,S001,P0002,Groceries,East,985,786,251.42857142857142,49.17285714285715,16.428571428571427,47.712857142857146,151.59285714285713,1,Snowy,Winter,7
2022-03-21,S001,P0002,Groceries,East,1460,943,308.85714285714283,51.11142857142857,7.857142857142857,50.09142857142857,212.67428571428573,1,Cloudy,Summer,7
2022-03-28,S001,P0002,Electronics,North,641,866,248.57142857142858,40.098571428571425,6.428571428571429,38.63285714285714,99.7,1,Cloudy,Summer,7
2022-04-04,S001,P0002,Clothing,East,847,527,211.57142857142858,56.03857142857142,7.142857142857143,57.21999999999999,125.36285714285714,1,Cloudy,Winter,7
2022-04-11,S001,P0002,Furniture,West,848,737,347.57142857142856,67.98142857142857,5.0,68.15714285714286,127.10000000000001,1,Rainy,Spring,7
2022-04-18,S001,P0002,Toys,South,1306,850,283.14285714285717,67.00714285714285,10.714285714285714,65.66428571428571,190.23285714285717,1,Rainy,Winter,7
2022-04-25,S001,P0002,Electronics,East,1255,615,263.2857142857143,46.49714285714286,10.714285714285714,46.26714285714286,186.72285714285712,1,Cloudy,Spring,7
2022-05-02,S001,P0002,Groceries,North,658,1025,229.14285714285714,64.78428571428572,10.0,62.794285714285714,96.83571428571427,1,Rainy,Autumn,7
2022-05-09,S001,P0002,Clothing,South,759,886,250.71428571428572,57.55571428571428,9.285714285714286,57.70285714285715,111.63857142857144,1,Cloudy,Spring,7
2022-05-16,S001,P0002,Electronics,West,560,1054,232.85714285714286,36.56,11.428571428571429,36.237142857142864,89.28714285714285,1,Rainy,Winter,7
2022-05-23,S001,P0002,Clothing,South,778,810,258.14285714285717,48.24285714285714,6.428571428571429,47.037142857142854,119.6857142857143,1,Rainy,Spring,7
2022-05-30,S001,P0002,Clothing,East,917,906,357.14285714285717,56.96714285714285,10.714285714285714,57.824285714285715,138.57714285714286,1,Snowy,Summer,7
2022-06-06,S001,P0002,Clothing,South,510,618,319.2857142857143,67.03571428571429,9.285714285714286,67.46000000000001,81.87285714285714,1,Snowy,Winter,7
2022-06-13,S001,P0002,Electronics,East,773,828,288.42857142857144,68.79571428571428,12.142857142857142,70.39285714285714,116.25,1,Cloudy,Autumn,7
2022-06-20,S001,P0002,Clothing,South,1222,713,334.57142857142856,37.92714285714286,12.142857142857142,35.754285714285714,174.42142857142858,1,Cloudy,Summer,7
2022-06-27,S001,P0002,Clothing,South,791,609,245.57142857142858,47.98428571428571,10.0,49.18571428571429,115.20285714285714,1,Sunny,Winter,7
2022-07-04,S001,P0002,Toys,East,1130,669,264.42857142857144,54.90428571428571,10.714285714285714,54.92,170.73285714285717,1,Cloudy,Winter,7
2022-07-11,S001,P0002,Clothing,North,1092,660,266.7142857142857,69.89428571428572,6.428571428571429,69.78285714285714,160.23285714285717,1,Snowy,Winter,7
2022-07-18,S001,P0002,Clothing,East,980,752,315.85714285714283,49.32,11.428571428571429,46.98571428571428,147.68285714285713,1,Cloudy,Spring,7
2022-07-25,S001,P0002,Electronics,North,516,1064,210.71428571428572,59.81,5.0,58.362857142857145,75.22,1,Sunny,Spring,7
2022-08-01,S001,P0002,Electronics,East,895,659,243.71428571428572,68.69428571428571,4.285714285714286,70.74857142857142,134.65857142857143,1,Rainy,Spring,7
2022-08-08,S001,P0002,Clothing,East,1343,521,275.14285714285717,50.878571428571426,12.857142857142858,50.82285714285714,193.6657142857143,1,Cloudy,Autumn,7
2022-08-15,S001,P0002,Furniture,North,1178,885,221.28571428571428,60.74285714285714,7.142857142857143,61.46714285714285,171.6457142857143,1,Snowy,Autumn,7
2022-08-22,S001,P0002,Clothing,North,861,739,254.57142857142858,39.94857142857143,4.285714285714286,38.348571428571425,133.32285714285715,1,Rainy,Spring,7
2022-08-29,S001,P0002,Furniture,South,936,861,293.42857142857144,56.36,10.0,56.550000000000004,137.95714285714286,1,Cloudy,Winter,7
2022-09-05,S001,P0002,Groceries,East,1135,916,318.0,62.23142857142857,10.714285714285714,61.47571428571428,161.00285714285715,1,Cloudy,Spring,7
2022-09-12,S001,P0002,Clothing,West,848,997,268.85714285714283,60.309999999999995,8.571428571428571,61.537142857142854,125.9657142857143,1,Sunny,Summer,7
2022-09-19,S001,P0002,Furniture,South,1757,613,388.14285714285717,47.33142857142857,7.857142857142857,45.607142857142854,263.78714285714284,1,Rainy,Spring,7
2022-09-26,S001,P0002,Electronics,North,1257,800,333.14285714285717,56.39857142857142,10.714285714285714,58.104285714285716,183.59,1,Sunny,Spring,7
2022-10-03,S001,P0002,Electronics,East,807,856,273.0,60.28285714285715,6.428571428571429,59.215714285714284,118.80857142857143,1,Rainy,Summer,7
2022-10-10,S001,P0002,Clothing,East,1118,1081,240.28571428571428,63.949999999999996,7.142857142857143,66.69000000000001,164.9,1,Sunny,Winter,7
2022-10-17,S001,P0002,Clothing,East,741,744,276.7142857142857,33.315714285714286,10.0,35.255714285714284,112.33571428571429,1,Cloudy,Autumn,7
2022-10-24,S001,P0002,Clothing,East,1230,777,271.2857142857143,51.605714285714285,11.428571428571429,50.43285714285714,183.46285714285713,1,Snowy,Summer,7
2022-10-31,S001,P0002,Clothing,East,1375,736,339.0,64.26285714285714,8.571428571428571,62.614285714285714,207.39857142857142,1,Rainy,Winter,7
2022-11-07,S001,P0002,Toys,West,1415,1062,382.2857142857143,43.97571428571428,8.571428571428571,41.79714285714285,204.29142857142855,1,Sunny,Spring,7
2022-11-14,S001,P0002,Clothing,East,1194,790,303.0,59.06142857142857,6.428571428571429,58.93142857142857,173.24428571428572,1,Sunny,Winter,7
2022-11-21,S001,P0002,Groceries,East,1279,737,304.57142857142856,62.167142857142856,12.857142857142858,62.44428571428572,191.81,1,Sunny,Spring,7
2022-11-28,S001,P0002,Clothing,South,952,674,287.14285714285717,51.87571428571429,10.714285714285714,52.04714285714285,147.90142857142857,1,Cloudy,Spring,7
2022-12-05,S001,P0002,Toys,South,872,938,252.42857142857142,42.56142857142857,11.428571428571429,44.37428571428571,125.65285714285713,1,Sunny,Winter,7
2022-12-12,S001,P0002,Electronics,North,868,854,256.0,56.11428571428571,15.714285714285714,56.30142857142857,124.0257142857143,1,Cloudy,Summer,7
2022-12-19,S001,P0002,Electronics,East,702,877,284.85714285714283,54.06,12.142857142857142,53.44571428571429,103.24142857142859,1,Cloudy,Autumn,7
2022-12-26,S001,P0002,Toys,West,648,854,315.85714285714283,46.87857142857143,10.0,46.547142857142866,98.9542857142857,1,Cloudy,Autumn,7
2023-01-02,S001,P0002,Groceries,East,849,667,240.85714285714286,39.56857142857143,15.714285714285714,39.74714285714286,122.68285714285715,1,Cloudy,Summer,7
2023-01-09,S001,P0002,Furniture,West,923,968,275.85714285714283,60.730000000000004,7.857142857142857,57.92428571428571,132.15,1,Snowy,Spring,7
2023-01-16,S001,P0002,Groceries,South,1060,904,231.42857142857142,56.64,7.142857142857143,55.50428571428572,155.76,1,Snowy,Autumn,7
2023-01-23,S001,P0002,Groceries,East,909,819,262.2857142857143,45.33,13.571428571428571,45.97857142857142,133.38714285714286,1,Cloudy,Autumn,7
2023-01-30,S001,P0002,Clothing,South,800,759,262.42857142857144,64.45571428571428,15.0,65.8,119.72571428571429,1,Cloudy,Autumn,7
2023-02-06,S001,P0002,Furniture,East,1116,741,251.42857142857142,53.39142857142857,12.857142857142858,53.894285714285715,161.13285714285715,1,Snowy,Summer,7
2023-02-13,S001,P0002,Electronics,North,665,692,279.0,75.22857142857143,10.0,73.18142857142857,95.29857142857142,1,Cloudy,Summer,7
2023-02-20,S001,P0002,Electronics,South,1047,930,289.2857142857143,47.962857142857146,7.857142857142857,47.394285714285715,161.31571428571428,1,Sunny,Autumn,7
2023-02-27,S001,P0002,Electronics,South,1298,778,290.42857142857144,70.19857142857143,10.0,68.78428571428572,191.53428571428572,1,Snowy,Spring,7
2023-03-06,S001,P0002,Groceries,West,515,1074,220.28571428571428,57.91428571428572,8.571428571428571,58.17142857142857,86.95285714285716,1,Rainy,Autumn,7
2023-03-13,S001,P0002,Furniture,North,608,588,234.42857142857142,68.13571428571429,6.428571428571429,69.92428571428572,93.83571428571429,1,Rainy,Spring,7
2023-03-20,S001,P0002,Furniture,West,848,766,270.2857142857143,43.94714285714286,10.714285714285714,42.89142857142857,121.90714285714286,1,Rainy,Spring,7
2023-03-27,S001,P0002,Clothing,North,1073,741,262.14285714285717,69.81142857142858,12.857142857142858,71.50428571428571,151.53285714285715,1,Cloudy,Autumn,7
2023-04-03,S001,P0002,Clothing,North,299,571,261.85714285714283,64.55714285714286,10.0,63.59428571428571,45.910000000000004,1,Rainy,Winter,7
2023-04-10,S001,P0002,Furniture,West,1029,1065,353.2857142857143,74.39857142857143,1.4285714285714286,76.16,148.26142857142858,1,Cloudy,Summer,7
2023-04-17,S001,P0002,Clothing,South,1030,896,308.85714285714283,52.65714285714285,12.142857142857142,52.137142857142855,153.70142857142858,1,Rainy,Summer,7
2023-04-24,S001,P0002,Electronics,West,404,825,255.85714285714286,40.222857142857144,11.428571428571429,41.097142857142856,61.51428571428571,1,Snowy,Autumn,7
2023-05-01,S001,P0002,Clothing,West,1059,516,275.57142857142856,62.51571428571429,10.714285714285714,62.64142857142857,159.89285714285714,1,Cloudy,Autumn,7
2023-05-08,S001,P0002,Clothing,South,727,927,281.57142857142856,55.152857142857144,13.571428571428571,55.107142857142854,109.36285714285714,1,Cloudy,Autumn,7
2023-05-15,S001,P0002,Groceries,South,672,550,252.0,50.23857142857143,6.428571428571429,47.60285714285714,101.42857142857143,1,Snowy,Autumn,7
2023-05-22,S001,P0002,Electronics,West,663,736,334.0,59.09571428571428,11.428571428571429,59.56857142857143,104.55285714285712,1,Rainy,Autumn,7
2023-05-29,S001,P0002,Furniture,South,1250,880,304.85714285714283,65.46428571428571,12.142857142857142,66.26428571428572,183.93285714285713,1,Cloudy,Spring,7
2023-06-05,S001,P0002,Clothing,East,952,751,253.71428571428572,47.68714285714286,5.714285714285714,47.51142857142857,140.40857142857143,1,Cloudy,Spring,7
