week_start_date,store_id,product_id,weekly_units_sold,target_next_week,holiday_promotion_flag,dominant_weather_condition,dominant_seasonality,lag_1,lag_2,lag_4,rolling_mean_4,rolling_std_4,year,month,quarter,week_of_year
2022-11-07,S001,P0001,665,681.0,1,Rainy,Summer,1137.0,989.0,1123.0,1063.5,77.27655961976248,2022,11,4,45
2022-11-14,S001,P0001,681,799.0,1,Cloudy,Autumn,665.0,1137.0,1005.0,949.0,200.61239576191042,2022,11,4,46
2022-11-21,S001,P0001,799,1246.0,1,Snowy,Autumn,681.0,665.0,989.0,868.0,233.22378380716958,2022,11,4,47
2022-11-28,S001,P0001,1246,960.0,1,Cloudy,Winter,799.0,681.0,1137.0,820.5,219.29812280698326,2022,11,4,48
2022-12-05,S001,P0001,960,756.0,1,Snowy,Summer,1246.0,799.0,665.0,847.75,272.1413542015743,2022,12,4,49
2022-12-12,S001,P0001,756,794.0,1,Sunny,Spring,960.0,1246.0,681.0,921.5,244.69641054444054,2022,12,4,50
2022-12-19,S001,P0001,794,934.0,1,Sunny,Winter,756.0,960.0,799.0,940.25,221.9404950281345,2022,12,4,51
2022-12-26,S001,P0001,934,826.0,1,Cloudy,Spring,794.0,756.0,1246.0,939.0,223.01270516871168,2022,12,4,52
2023-01-02,S001,P0001,826,874.0,1,Snowy,Autumn,934.0,794.0,960.0,861.0,101.06763412025988,2023,1,1,1
2023-01-09,S001,P0001,874,769.0,1,Rainy,Autumn,826.0,934.0,756.0,827.5,76.54845959695545,2023,1,1,2
2023-01-16,S001,P0001,769,1061.0,1,Cloudy,Winter,874.0,826.0,794.0,857.0,60.95900261651312,2023,1,1,3
2023-01-23,S001,P0001,1061,725.0,1,Cloudy,Spring,769.0,874.0,934.0,850.75,70.15874856352595,2023,1,1,4
2023-01-30,S001,P0001,725,1560.0,1,Rainy,Autumn,1061.0,769.0,826.0,882.5,126.502964392144,2023,1,1,5
2023-02-06,S001,P0001,1560,1148.0,1,Sunny,Autumn,725.0,1061.0,874.0,857.25,149.52452418694864,2023,2,1,6
2023-02-13,S001,P0001,1148,886.0,1,Cloudy,Spring,1560.0,725.0,769.0,1028.75,384.2745329405355,2023,2,1,7
2023-02-20,S001,P0001,886,1119.0,1,Cloudy,Spring,1148.0,1560.0,1061.0,1123.5,343.43412759945693,2023,2,1,8
2023-02-27,S001,P0001,1119,1358.0,1,Rainy,Winter,886.0,1148.0,725.0,1079.75,364.54755062497225,2023,2,1,9
2023-03-06,S001,P0001,1358,500.0,1,Cloudy,Summer,1119.0,886.0,1560.0,1178.25,280.21940808349933,2023,3,1,10
2023-03-13,S001,P0001,500,1250.0,1,Cloudy,Spring,1358.0,1119.0,1148.0,1127.75,193.17069308429456,2023,3,1,11
2023-03-20,S001,P0001,1250,1439.0,1,Rainy,Autumn,500.0,1358.0,886.0,965.75,365.4352427813534,2023,3,1,12
2023-03-27,S001,P0001,1439,789.0,1,Rainy,Winter,1250.0,500.0,1119.0,1056.75,383.81538530913537,2023,3,1,13
2023-04-03,S001,P0001,789,933.0,1,Snowy,Summer,1439.0,1250.0,1358.0,1136.75,431.5023174908799,2023,4,2,14
2023-04-10,S001,P0001,933,559.0,1,Cloudy,Spring,789.0,1439.0,500.0,994.5,428.02686831553,2023,4,2,15
2023-04-17,S001,P0001,559,994.0,1,Snowy,Spring,933.0,789.0,1250.0,1102.75,295.52255977054176,2023,4,2,16
2023-04-24,S001,P0001,994,674.0,1,Cloudy,Spring,559.0,933.0,1439.0,930.0,372.6535477714747,2023,4,2,17
2023-05-01,S001,P0001,674,697.0,1,Cloudy,Autumn,994.0,559.0,789.0,818.75,193.32248532784135,2023,5,2,18
2023-05-08,S001,P0001,697,1204.0,1,Sunny,Autumn,674.0,994.0,933.0,790.0,207.2695507465261,2023,5,2,19
2023-05-15,S001,P0001,1204,521.0,1,Snowy,Winter,697.0,674.0,559.0,731.0,185.43462459853635,2023,5,2,20
2023-05-22,S001,P0001,521,686.0,1,Sunny,Winter,1204.0,697.0,994.0,892.25,253.8350842574763,2023,5,2,21
2023-05-29,S001,P0001,686,863.0,1,Snowy,Winter,521.0,1204.0,674.0,774.0,297.11838269170323,2023,5,2,22
2023-06-05,S001,P0001,863,1028.0,1,Cloudy,Autumn,686.0,521.0,697.0,777.0,295.8299060834341,2023,6,2,23
2023-06-12,S001,P0001,1028,865.0,1,Snowy,Winter,863.0,686.0,1204.0,818.5,292.4910255033479,2023,6,2,24
2023-06-19,S001,P0001,865,1166.0,1,Sunny,Spring,1028.0,863.0,521.0,774.5,219.23275302746188,2023,6,2,25
2023-06-26,S001,P0001,1166,611.0,1,Rainy,Autumn,865.0,1028.0,686.0,860.5,139.68178120284728,2023,6,2,26
2023-07-03,S001,P0001,611,797.0,1,Sunny,Spring,1166.0,865.0,863.0,980.5,145.8458089901801,2023,7,3,27
2023-07-10,S001,P0001,797,1217.0,1,Snowy,Summer,611.0,1166.0,1028.0,917.5,238.50995786339843,2023,7,3,28
2023-07-17,S001,P0001,1217,1470.0,1,Rainy,Autumn,797.0,611.0,865.0,859.75,230.6734705162258,2023,7,3,29
2023-07-24,S001,P0001,1470,969.0,0,Rainy,Winter,1217.0,797.0,1166.0,947.75,292.26400736320596,2023,7,3,30
2023-07-31,S001,P0001,969,1261.0,1,Rainy,Winter,1470.0,1217.0,611.0,1023.75,390.83788199200967,2023,7,3,31
2023-08-07,S001,P0001,1261,999.0,1,Snowy,Winter,969.0,1470.0,797.0,1113.25,293.7440779544899,2023,8,3,32
2023-08-14,S001,P0001,999,981.0,1,Sunny,Winter,1261.0,969.0,1217.0,1229.25,205.6281028134694,2023,8,3,33
2023-08-21,S001,P0001,981,722.0,1,Snowy,Autumn,999.0,1261.0,1470.0,1174.75,236.5253686182522,2023,8,3,34
2023-08-28,S001,P0001,722,771.0,1,Sunny,Spring,981.0,999.0,969.0,1052.5,139.54569144190756,2023,8,3,35
2023-09-04,S001,P0001,771,462.0,1,Cloudy,Summer,722.0,981.0,1261.0,990.75,220.17019931559025,2023,9,3,36
2023-09-11,S001,P0001,462,1292.0,1,Sunny,Summer,771.0,722.0,999.0,868.25,142.1908928166641,2023,9,3,37
2023-09-18,S001,P0001,1292,1083.0,1,Cloudy,Spring,462.0,771.0,981.0,734.0,213.3119780978088,2023,9,3,38
2023-09-25,S001,P0001,1083,856.0,1,Rainy,Autumn,1292.0,462.0,722.0,811.75,347.69754576834936,2023,9,3,39
2023-10-02,S001,P0001,856,506.0,1,Cloudy,Spring,1083.0,1292.0,771.0,902.0,363.144599298957,2023,10,4,40
2023-10-09,S001,P0001,506,1103.0,1,Rainy,Winter,856.0,1083.0,462.0,923.25,355.32649305486177,2023,10,4,41
2023-10-16,S001,P0001,1103,1098.0,1,Rainy,Autumn,506.0,856.0,1292.0,934.25,336.4682996459945,2023,10,4,42
2023-10-23,S001,P0001,1098,1164.0,1,Sunny,Winter,1103.0,506.0,1083.0,887.0,277.60523530125784,2023,10,4,43
2023-10-30,S001,P0001,1164,899.0,1,Cloudy,Summer,1098.0,1103.0,856.0,890.75,281.2132939010294,2023,10,4,44
2023-11-06,S001,P0001,899,928.0,1,Snowy,Spring,1164.0,1098.0,506.0,967.75,309.29206800908,2023,11,4,45
2023-11-13,S001,P0001,928,1183.0,1,Snowy,Summer,899.0,1164.0,1103.0,1066.0,115.30539160565469,2023,11,4,46
2023-11-20,S001,P0001,1183,1137.0,1,Sunny,Spring,928.0,899.0,1098.0,1022.25,128.97641903335168,2023,11,4,47
2023-11-27,S001,P0001,1137,904.0,1,Cloudy,Winter,1183.0,928.0,1164.0,1043.5,150.77687709548414,2023,11,4,48
2023-12-04,S001,P0001,904,805.0,1,Rainy,Spring,1137.0,1183.0,899.0,1036.75,144.03790010503045,2023,12,4,49
2023-12-11,S001,P0001,805,1285.0,1,Rainy,Summer,904.0,1137.0,928.0,1038.0,142.45701105947737,2023,12,4,50
2023-12-18,S001,P0001,1285,619.0,1,Rainy,Winter,805.0,904.0,1183.0,1007.25,181.92374776262736,2023,12,4,51
2023-12-25,S001,P0001,619,40.0,1,Cloudy,Spring,1285.0,805.0,1137.0,1032.75,218.2847910414284,2023,12,4,52
2022-01-24,S001,P0002,728,1253.0,1,Cloudy,Spring,1193.0,1248.0,313.0,912.75,428.5171136216928,2022,1,1,4
2022-01-31,S001,P0002,1253,984.0,1,Cloudy,Spring,728.0,1193.0,897.0,1016.5,246.47988423669264,2022,1,1,5
2022-02-07,S001,P0002,984,1562.0,1,Snowy,Spring,1253.0,728.0,1248.0,1105.5,253.13040117694294,2022,2,1,6
2022-02-14,S001,P0002,1562,1040.0,1,Sunny,Winter,984.0,1253.0,1193.0,1039.5,237.52684058859555,2022,2,1,7
2022-02-21,S001,P0002,1040,783.0,1,Sunny,Autumn,1562.0,984.0,728.0,1131.75,358.0785528344305,2022,2,1,8
2022-02-28,S001,P0002,783,1285.0,1,Sunny,Winter,1040.0,1562.0,1253.0,1209.75,261.8706741886156,2022,2,1,9
2022-03-07,S001,P0002,1285,985.0,1,Sunny,Winter,783.0,1040.0,984.0,1092.25,332.0385268810434,2022,3,1,10
2022-03-14,S001,P0002,985,1460.0,1,Snowy,Winter,1285.0,783.0,1562.0,1167.5,333.43315172110096,2022,3,1,11
2022-03-21,S001,P0002,1460,641.0,1,Cloudy,Summer,985.0,1285.0,1040.0,1023.25,206.5403511826847,2022,3,1,12
2022-03-28,S001,P0002,641,847.0,1,Cloudy,Summer,1460.0,985.0,783.0,1128.25,302.40521931121947,2022,3,1,13
2022-04-04,S001,P0002,847,848.0,1,Cloudy,Winter,641.0,1460.0,1285.0,1092.75,359.4072666674025,2022,4,2,14
2022-04-11,S001,P0002,848,1306.0,1,Rainy,Spring,847.0,641.0,985.0,983.25,347.84706888708064,2022,4,2,15
2022-04-18,S001,P0002,1306,1255.0,1,Rainy,Winter,848.0,847.0,1460.0,949.0,354.3021309560529,2022,4,2,16
2022-04-25,S001,P0002,1255,658.0,1,Cloudy,Spring,1306.0,848.0,641.0,910.5,281.0628636681364,2022,4,2,17
2022-05-02,S001,P0002,658,759.0,1,Rainy,Autumn,1255.0,1306.0,847.0,1064.0,250.85852586667264,2022,5,2,18
2022-05-09,S001,P0002,759,560.0,1,Cloudy,Spring,658.0,1255.0,848.0,1016.75,314.9638868187908,2022,5,2,19
2022-05-16,S001,P0002,560,778.0,1,Rainy,Winter,759.0,658.0,1306.0,994.5,333.4591429245869,2022,5,2,20
2022-05-23,S001,P0002,778,917.0,1,Rainy,Spring,560.0,759.0,1255.0,808.0,308.8764585828236,2022,5,2,21
2022-05-30,S001,P0002,917,510.0,1,Snowy,Summer,778.0,560.0,658.0,688.75,100.70211848152314,2022,5,2,22
2022-06-06,S001,P0002,510,773.0,1,Snowy,Winter,917.0,778.0,759.0,753.5,146.9750545727632,2022,6,2,23
2022-06-13,S001,P0002,773,1222.0,1,Cloudy,Autumn,510.0,917.0,560.0,691.25,190.233847321308,2022,6,2,24
2022-06-20,S001,P0002,1222,791.0,1,Cloudy,Summer,773.0,510.0,778.0,744.5,169.98137152837285,2022,6,2,25
2022-06-27,S001,P0002,791,1130.0,1,Sunny,Winter,1222.0,773.0,917.0,855.5,296.8057726302956,2022,6,2,26
2022-07-04,S001,P0002,1130,1092.0,1,Cloudy,Winter,791.0,1222.0,510.0,824.0,294.78240562602565,2022,7,3,27
2022-07-11,S001,P0002,1092,980.0,1,Snowy,Winter,1130.0,791.0,773.0,979.0,230.67292862405864,2022,7,3,28
2022-07-18,S001,P0002,980,516.0,1,Cloudy,Spring,1092.0,1130.0,1222.0,1058.75,186.6572170227198,2022,7,3,29
2022-07-25,S001,P0002,516,895.0,1,Sunny,Spring,980.0,1092.0,791.0,998.25,152.1323437011343,2022,7,3,30
2022-08-01,S001,P0002,895,1343.0,1,Rainy,Spring,516.0,980.0,1130.0,929.5,282.9246071541558,2022,8,3,31
2022-08-08,S001,P0002,1343,1178.0,1,Cloudy,Autumn,895.0,516.0,1092.0,870.75,249.88180539340337,2022,8,3,32
2022-08-15,S001,P0002,1178,861.0,1,Snowy,Autumn,1343.0,895.0,980.0,933.5,339.4313872738741,2022,8,3,33
2022-08-22,S001,P0002,861,936.0,1,Rainy,Spring,1178.0,1343.0,516.0,983.0,362.15006097841086,2022,8,3,34
2022-08-29,S001,P0002,936,1135.0,1,Cloudy,Winter,861.0,1178.0,895.0,1069.25,231.29832828333778,2022,8,3,35
2022-09-05,S001,P0002,1135,848.0,1,Cloudy,Spring,936.0,861.0,1343.0,1079.5,221.71227600954657,2022,9,3,36
2022-09-12,S001,P0002,848,1757.0,1,Sunny,Summer,1135.0,936.0,1178.0,1027.5,153.08058879775285,2022,9,3,37
2022-09-19,S001,P0002,1757,1257.0,1,Rainy,Spring,848.0,1135.0,861.0,945.0,132.47138055695916,2022,9,3,38
2022-09-26,S001,P0002,1257,807.0,1,Sunny,Spring,1757.0,848.0,936.0,1169.0,409.97154372793574,2022,9,3,39
2022-10-03,S001,P0002,807,1118.0,1,Rainy,Summer,1257.0,1757.0,1135.0,1249.25,379.44026758722737,2022,10,4,40
2022-10-10,S001,P0002,1118,741.0,1,Sunny,Winter,807.0,1257.0,848.0,1167.25,442.553480760612,2022,10,4,41
2022-10-17,S001,P0002,741,1230.0,1,Cloudy,Autumn,1118.0,807.0,1757.0,1234.75,395.74434087341456,2022,10,4,42
2022-10-24,S001,P0002,1230,1375.0,1,Snowy,Summer,741.0,1118.0,1257.0,980.75,246.86079073032235,2022,10,4,43
2022-10-31,S001,P0002,1375,1415.0,1,Rainy,Winter,1230.0,741.0,807.0,974.0,236.9599122214557,2022,10,4,44
2022-11-07,S001,P0002,1415,1194.0,1,Sunny,Spring,1375.0,1230.0,1118.0,1116.0,271.23544507801086,2022,11,4,45
2022-11-14,S001,P0002,1194,1279.0,1,Sunny,Winter,1415.0,1375.0,741.0,1190.25,309.86596564751454,2022,11,4,46
2022-11-21,S001,P0002,1279,952.0,1,Sunny,Spring,1194.0,1415.0,1230.0,1303.5,107.91509007857366,2022,11,4,47
2022-11-28,S001,P0002,952,872.0,1,Cloudy,Spring,1279.0,1194.0,1375.0,1315.75,99.22155343808454,2022,11,4,48
2022-12-05,S001,P0002,872,868.0,1,Sunny,Winter,952.0,1279.0,1415.0,1210.0,194.5987324384891,2022,12,4,49
2022-12-12,S001,P0002,868,702.0,1,Cloudy,Summer,872.0,952.0,1194.0,1074.25,193.3155882660958,2022,12,4,50
2022-12-19,S001,P0002,702,648.0,1,Cloudy,Autumn,868.0,872.0,1279.0,992.75,194.71581856644315,2022,12,4,51
2022-12-26,S001,P0002,648,849.0,1,Cloudy,Autumn,702.0,868.0,952.0,848.5,105.05078137104302,2022,12,4,52
2023-01-02,S001,P0002,849,923.0,1,Cloudy,Summer,648.0,702.0,872.0,772.5,114.73302343556836,2023,1,1,1
2023-01-09,S001,P0002,923,1060.0,1,Snowy,Spring,849.0,648.0,868.0,766.75,108.49078301865099,2023,1,1,2
2023-01-16,S001,P0002,1060,909.0,1,Snowy,Autumn,923.0,849.0,702.0,780.5,127.43233498606234,2023,1,1,3
2023-01-23,S001,P0002,909,800.0,1,Cloudy,Autumn,1060.0,923.0,648.0,870.0,171.88562088396657,2023,1,1,4
2023-01-30,S001,P0002,800,1116.0,1,Cloudy,Autumn,909.0,1060.0,849.0,935.25,89.14548034907143,2023,1,1,5
2023-02-06,S001,P0002,1116,665.0,1,Snowy,Summer,800.0,909.0,923.0,923.0,106.60519061784318,2023,2,1,6
2023-02-13,S001,P0002,665,1047.0,1,Cloudy,Summer,1116.0,800.0,1060.0,971.25,143.79470319405607,2023,2,1,7
2023-02-20,S001,P0002,1047,1298.0,1,Sunny,Autumn,665.0,1116.0,909.0,872.5,190.55795268981387,2023,2,1,8
2023-02-27,S001,P0002,1298,515.0,1,Snowy,Spring,1047.0,665.0,800.0,907.0,210.78741265391855,2023,2,1,9
2023-03-06,S001,P0002,515,608.0,1,Rainy,Autumn,1298.0,1047.0,1116.0,1031.5,266.2861868992332,2023,3,1,10
2023-03-13,S001,P0002,608,848.0,1,Rainy,Spring,515.0,1298.0,665.0,881.25,356.8644700723231,2023,3,1,11
2023-03-20,S001,P0002,848,1073.0,1,Rainy,Spring,608.0,515.0,1047.0,867.0,369.2993365821282,2023,3,1,12
2023-03-27,S001,P0002,1073,299.0,1,Cloudy,Autumn,848.0,608.0,1298.0,817.25,349.8603292744121,2023,3,1,13
2023-04-03,S001,P0002,299,1029.0,1,Rainy,Winter,1073.0,848.0,515.0,761.0,250.89041432466095,2023,4,2,14
2023-04-10,S001,P0002,1029,1030.0,1,Cloudy,Summer,299.0,1073.0,608.0,707.0,331.7137320039676,2023,4,2,15
2023-04-17,S001,P0002,1030,404.0,1,Rainy,Summer,1029.0,299.0,848.0,812.25,355.7502635276607,2023,4,2,16
2023-04-24,S001,P0002,404,1059.0,1,Snowy,Autumn,1030.0,1029.0,1073.0,857.75,373.06422592720776,2023,4,2,17
2023-05-01,S001,P0002,1059,727.0,1,Cloudy,Autumn,404.0,1030.0,299.0,690.5,393.78378161964304,2023,5,2,18
2023-05-08,S001,P0002,727,672.0,1,Cloudy,Autumn,1059.0,404.0,1029.0,880.5,317.97117269756814,2023,5,2,19
2023-05-15,S001,P0002,672,663.0,1,Snowy,Autumn,727.0,1059.0,1030.0,805.0,306.60832778427056,2023,5,2,20
2023-05-22,S001,P0002,663,1250.0,1,Rainy,Autumn,672.0,727.0,404.0,715.5,268.978933499757,2023,5,2,21
2023-05-29,S001,P0002,1250,952.0,1,Cloudy,Spring,663.0,672.0,1059.0,780.25,187.97406736036766,2023,5,2,22
2023-06-05,S001,P0002,952,512.0,1,Cloudy,Spring,1250.0,663.0,727.0,828.0,282.75195254262474,2023,6,2,23
2023-06-12,S001,P0002,512,471.0,1,Sunny,Summer,952.0,1250.0,672.0,884.25,278.30723430530276,2023,6,2,24
2023-06-19,S001,P0002,471,572.0,1,Cloudy,Spring,512.0,952.0,663.0,844.25,326.3355890286358,2023,6,2,25
2023-06-26,S001,P0002,572,1291.0,1,Cloudy,Autumn,471.0,512.0,1250.0,796.25,372.7075484433696,2023,6,2,26
2023-07-03,S001,P0002,1291,951.0,1,Cloudy,Autumn,572.0,471.0,952.0,626.75,220.7643917543468,2023,7,3,27
2023-07-10,S001,P0002,951,333.0,1,Sunny,Winter,1291.0,572.0,512.0,711.5,388.5532996471227,2023,7,3,28
2023-07-17,S001,P0002,333,810.0,1,Snowy,Summer,951.0,1291.0,471.0,821.25,375.18917450623053,2023,7,3,29
2023-07-24,S001,P0002,810,947.0,1,Cloudy,Summer,333.0,951.0,572.0,786.75,421.60516679313446,2023,7,3,30
2023-07-31,S001,P0002,947,704.0,1,Cloudy,Autumn,810.0,333.0,1291.0,846.25,397.28862304375144,2023,7,3,31
2023-08-07,S001,P0002,704,580.0,1,Sunny,Winter,947.0,810.0,951.0,760.25,292.27769329868477,2023,8,3,32
2023-08-14,S001,P0002,580,840.0,1,Cloudy,Summer,704.0,947.0,333.0,698.5,263.18877888947577,2023,8,3,33
2023-08-21,S001,P0002,840,634.0,1,Rainy,Winter,580.0,704.0,810.0,760.25,155.99652773913496,2023,8,3,34
2023-08-28,S001,P0002,634,607.0,1,Rainy,Autumn,840.0,580.0,947.0,767.75,159.85905250146678,2023,8,3,35
2023-09-04,S001,P0002,607,628.0,1,Rainy,Winter,634.0,840.0,704.0,689.5,112.44406016622982,2023,9,3,36
2023-09-11,S001,P0002,628,715.0,1,Cloudy,Winter,607.0,634.0,580.0,665.25,118.56749132877883,2023,9,3,37
2023-09-18,S001,P0002,715,861.0,1,Sunny,Autumn,628.0,607.0,840.0,677.25,109.11576421397616,2023,9,3,38
2023-09-25,S001,P0002,861,1166.0,1,Snowy,Autumn,715.0,628.0,634.0,646.0,47.43416490252613,2023,9,3,39
2023-10-02,S001,P0002,1166,985.0,1,Rainy,Summer,861.0,715.0,607.0,702.75,115.39605712501637,2023,10,4,40
2023-10-09,S001,P0002,985,671.0,1,Snowy,Autumn,1166.0,861.0,628.0,842.5,236.12214353310176,2023,10,4,41
2023-10-16,S001,P0002,671,704.0,1,Rainy,Summer,985.0,1166.0,715.0,931.75,191.21955095299936,2023,10,4,42
2023-10-23,S001,P0002,704,398.0,1,Sunny,Spring,671.0,985.0,861.0,920.75,208.3432664298674,2023,10,4,43
2023-10-30,S001,P0002,398,974.0,1,Snowy,Winter,704.0,671.0,1166.0,881.5,236.26891458674805,2023,10,4,44
2023-11-06,S001,P0002,974,1248.0,1,Cloudy,Winter,398.0,704.0,985.0,689.5,240.03124796575975,2023,11,4,45
2023-11-13,S001,P0002,1248,1628.0,1,Snowy,Summer,974.0,398.0,671.0,686.75,235.5382134601518,2023,11,4,46
2023-11-20,S001,P0002,1628,904.0,1,Cloudy,Autumn,1248.0,974.0,704.0,831.0,364.2142226767099,2023,11,4,47
2023-11-27,S001,P0002,904,847.0,1,Sunny,Summer,1628.0,1248.0,398.0,1062.0,517.5557940937383,2023,11,4,48
2023-12-04,S001,P0002,847,580.0,1,Snowy,Spring,904.0,1628.0,974.0,1188.5,328.4564912841071,2023,12,4,49
2023-12-11,S001,P0002,580,1123.0,1,Snowy,Spring,847.0,904.0,1248.0,1156.75,360.66177599888056,2023,12,4,50
2023-12-18,S001,P0002,1123,485.0,1,Cloudy,Autumn,580.0,847.0,1628.0,989.75,448.3260532246593,2023,12,4,51
2023-12-25,S001,P0002,485,99.0,1,Cloudy,Autumn,1123.0,580.0,904.0,863.5,223.32711434127302,2023,12,4,52
2022-01-24,S001,P0003,1260,876.0,1,Rainy,Spring,485.0,523.0,529.0,561.5,100.24470060806225,2022,1,1,4
2022-01-31,S001,P0003,876,1053.0,1,Sunny,Spring,1260.0,485.0,709.0,744.25,357.4925407147213,2022,1,1,5
2022-02-07,S001,P0003,1053,1113.0,1,Rainy,Autumn,876.0,1260.0,523.0,786.0,361.73010196369705,2022,2,1,6
2022-02-14,S001,P0003,1113,627.0,1,Cloudy,Autumn,1053.0,876.0,485.0,918.5,328.85711182822246,2022,2,1,7
